permaticker,ticker,cik,effective_from,effective_to,relationship_type,source,source_record_id,confidence,mapping_rationale,review_status
199178,STJ,203077,1989-12-07,2017-01-04,direct,sharadar_tickers.secfilings,permaticker:199178,high,current symbol per Sharadar TICKERS; CIK from secfilings,auto_high_precedence
199181,HRS,202058,1986-01-01,2019-06-30,ticker_rename,sharadar_tickers.secfilings,permaticker:199181,high,traded as HRS until renamed 2019-07-01 (ACTIONS tickerchangefrom),auto_high_precedence
199181,LHX,202058,2019-07-01,,direct,sharadar_tickers.secfilings,permaticker:199181,high,current symbol per Sharadar TICKERS; CIK from secfilings,auto_high_precedence
199185,JNJ,200406,1986-01-01,,direct,sharadar_tickers.secfilings,permaticker:199185,high,current symbol per Sharadar TICKERS; CIK from secfilings,auto_high_precedence
199196,TJX,109198,1988-01-05,,direct,sharadar_tickers.secfilings,permaticker:199196,high,current symbol per Sharadar TICKERS; CIK from secfilings,auto_high_precedence
199200,XRX,1770450,1986-01-01,,direct,sharadar_tickers.secfilings,permaticker:199200,high,current symbol per Sharadar TICKERS; CIK from secfilings,auto_high_precedence
199208,WMB,107263,1986-01-01,,direct,sharadar_tickers.secfilings,permaticker:199208,high,current symbol per Sharadar TICKERS; CIK from secfilings,auto_high_precedence
199210,WHR,106640,1986-01-01,,direct,sharadar_tickers.secfilings,permaticker:199210,high,current symbol per Sharadar TICKERS; CIK from secfilings,auto_high_precedence
199212,WY,106535,1986-01-01,,direct,sharadar_tickers.secfilings,permaticker:199212,high,current symbol per Sharadar TICKERS; CIK from secfilings,auto_high_precedence
199216,WDC,106040,1987-01-02,,direct,sharadar_tickers.secfilings,permaticker:199216,high,current symbol per Sharadar TICKERS; CIK from secfilings,auto_high_precedence
199233,WMT,104169,1986-01-01,,direct,sharadar_tickers.secfilings,permaticker:199233,high,current symbol per Sharadar TICKERS; CIK from secfilings,auto_high_precedence
199238,VFC,103379,1986-01-01,,direct,sharadar_tickers.secfilings,permaticker:199238,high,current symbol per Sharadar TICKERS; CIK from secfilings,auto_high_precedence
199250,FON,101830,1986-01-01,2005-08-15,ticker_rename,sharadar_tickers.secfilings,permaticker:199250,high,traded as FON until renamed 2005-08-16 (ACTIONS tickerchangefrom),auto_high_precedence
199250,S,101830,2005-08-16,2020-03-30,ticker_rename,sharadar_tickers.secfilings,permaticker:199250,high,traded as S until renamed 2020-03-31 (ACTIONS tickerchangefrom),auto_high_precedence
199250,S2,101830,2020-03-31,2020-03-31,direct,sharadar_tickers.secfilings,permaticker:199250,high,current symbol per Sharadar TICKERS; CIK from secfilings,auto_high_precedence
199251,UTX,101829,1986-01-01,2020-04-01,ticker_rename,sharadar_tickers.secfilings,permaticker:199251,high,traded as UTX until renamed 2020-04-02 (ACTIONS tickerchangefrom),auto_high_precedence
199251,RTX,101829,2020-04-02,,direct,sharadar_tickers.secfilings,permaticker:199251,high,current symbol per Sharadar TICKERS; CIK from secfilings,auto_high_precedence
199252,MRO,101778,1986-01-01,2024-11-21,direct,sharadar_tickers.secfilings,permaticker:199252,high,current symbol per Sharadar TICKERS; CIK from secfilings,auto_high_precedence
199262,UNP,100885,1986-01-01,,direct,sharadar_tickers.secfilings,permaticker:199262,high,current symbol per Sharadar TICKERS; CIK from secfilings,auto_high_precedence
199270,UAUA,100517,2006-02-06,2010-09-30,ticker_rename,sharadar_tickers.secfilings,permaticker:199270,high,traded as UAUA until renamed 2010-10-01 (ACTIONS tickerchangefrom),auto_high_precedence
199270,UAL,100517,2010-10-01,,direct,sharadar_tickers.secfilings,permaticker:199270,high,current symbol per Sharadar TICKERS; CIK from secfilings,auto_high_precedence
199271,TSN,100493,1986-07-09,,direct,sharadar_tickers.secfilings,permaticker:199271,high,current symbol per Sharadar TICKERS; CIK from secfilings,auto_high_precedence
199275,TRN,99780,1987-12-30,,direct,sharadar_tickers.secfilings,permaticker:199275,high,current symbol per Sharadar TICKERS; CIK from secfilings,auto_high_precedence
199285,TIF,98246,1987-12-30,2021-01-06,direct,sharadar_tickers.secfilings,permaticker:199285,high,current symbol per Sharadar TICKERS; CIK from secfilings,auto_high_precedence
199287,TMO,97745,1987-09-01,,direct,sharadar_tickers.secfilings,permaticker:199287,high,current symbol per Sharadar TICKERS; CIK from secfilings,auto_high_precedence
199289,TXN,97476,1986-01-01,,direct,sharadar_tickers.secfilings,permaticker:199289,high,current symbol per Sharadar TICKERS; CIK from secfilings,auto_high_precedence
199292,TER,97210,1987-03-11,,direct,sharadar_tickers.secfilings,permaticker:199292,high,current symbol per Sharadar TICKERS; CIK from secfilings,auto_high_precedence
199307,SYY,96021,1986-01-01,,direct,sharadar_tickers.secfilings,permaticker:199307,high,current symbol per Sharadar TICKERS; CIK from secfilings,auto_high_precedence
199321,STT,93751,1986-07-09,,direct,sharadar_tickers.secfilings,permaticker:199321,high,current symbol per Sharadar TICKERS; CIK from secfilings,auto_high_precedence
199324,SWK,93556,1986-01-01,,direct,sharadar_tickers.secfilings,permaticker:199324,high,current symbol per Sharadar TICKERS; CIK from secfilings,auto_high_precedence
199327,CHV,93410,1986-01-01,2001-09-30,ticker_rename,sharadar_tickers.secfilings,permaticker:199327,high,traded as CHV until renamed 2001-10-01 (ACTIONS tickerchangefrom),auto_high_precedence
199327,CVX,93410,2001-10-01,,direct,sharadar_tickers.secfilings,permaticker:199327,high,current symbol per Sharadar TICKERS; CIK from secfilings,auto_high_precedence
199335,LUV,92380,1986-01-01,,direct,sharadar_tickers.secfilings,permaticker:199335,high,current symbol per Sharadar TICKERS; CIK from secfilings,auto_high_precedence
199336,BBK,92230,1990-03-26,1999-03-18,ticker_rename,sharadar_tickers.secfilings,permaticker:199336,high,traded as BBK until renamed 1999-03-19 (ACTIONS tickerchangefrom),auto_high_precedence
199336,BBT,92230,1999-03-19,2019-12-09,ticker_rename,sharadar_tickers.secfilings,permaticker:199336,high,traded as BBT until renamed 2019-12-10 (ACTIONS tickerchangefrom),auto_high_precedence
199336,TFC,92230,2019-12-10,,direct,sharadar_tickers.secfilings,permaticker:199336,high,current symbol per Sharadar TICKERS; CIK from secfilings,auto_high_precedence
199337,SO,92122,1986-01-01,,direct,sharadar_tickers.secfilings,permaticker:199337,high,current symbol per Sharadar TICKERS; CIK from secfilings,auto_high_precedence
199345,KEY,91576,1987-11-05,,direct,sharadar_tickers.secfilings,permaticker:199345,high,current symbol per Sharadar TICKERS; CIK from secfilings,auto_high_precedence
199347,SJM,91419,1994-10-31,,direct,sharadar_tickers.secfilings,permaticker:199347,high,current symbol per Sharadar TICKERS; CIK from secfilings,auto_high_precedence
199357,SHW,89800,1986-01-01,,direct,sharadar_tickers.secfilings,permaticker:199357,high,current symbol per Sharadar TICKERS; CIK from secfilings,auto_high_precedence
199371,SLB,87347,1986-01-01,,direct,sharadar_tickers.secfilings,permaticker:199371,high,current symbol per Sharadar TICKERS; CIK from secfilings,auto_high_precedence
199376,SPC,86312,1986-07-09,2004-04-04,ticker_rename,sharadar_tickers.secfilings,permaticker:199376,high,traded as SPC until renamed 2004-04-05 (ACTIONS tickerchangefrom),auto_high_precedence
199376,STA,86312,2004-04-05,2007-01-30,ticker_rename,sharadar_tickers.secfilings,permaticker:199376,high,traded as STA until renamed 2007-01-31 (ACTIONS tickerchangefrom),auto_high_precedence
199376,TRV,86312,2007-01-31,,direct,sharadar_tickers.secfilings,permaticker:199376,high,current symbol per Sharadar TICKERS; CIK from secfilings,auto_high_precedence
199378,SWY,86144,1990-04-26,2015-01-29,direct,sharadar_tickers.secfilings,permaticker:199378,high,current symbol per Sharadar TICKERS; CIK from secfilings,auto_high_precedence
199389,RAD,84129,1986-01-01,2023-10-16,ticker_rename,sharadar_tickers.secfilings,permaticker:199389,high,traded as RAD until renamed 2023-10-17 (ACTIONS tickerchangefrom),auto_high_precedence
199389,RADCQ,84129,2023-10-17,2023-10-16,direct,sharadar_tickers.secfilings,permaticker:199389,high,current symbol per Sharadar TICKERS; CIK from secfilings,auto_high_precedence
199410,PGR,80661,1986-07-09,,direct,sharadar_tickers.secfilings,permaticker:199410,high,current symbol per Sharadar TICKERS; CIK from secfilings,auto_high_precedence
199411,PG,80424,1986-01-01,,direct,sharadar_tickers.secfilings,permaticker:199411,high,current symbol per Sharadar TICKERS; CIK from secfilings,auto_high_precedence
199415,PCP,79958,1990-01-12,2016-01-29,direct,sharadar_tickers.secfilings,permaticker:199415,high,current symbol per Sharadar TICKERS; CIK from secfilings,auto_high_precedence
199416,PPG,79879,1986-01-01,,direct,sharadar_tickers.secfilings,permaticker:199416,high,current symbol per Sharadar TICKERS; CIK from secfilings,auto_high_precedence
199425,PVH,78239,1987-07-10,,direct,sharadar_tickers.secfilings,permaticker:199425,high,current symbol per Sharadar TICKERS; CIK from secfilings,auto_high_precedence
199428,PFE,78003,1986-01-01,,direct,sharadar_tickers.secfilings,permaticker:199428,high,current symbol per Sharadar TICKERS; CIK from secfilings,auto_high_precedence
199433,PEP,77476,1986-01-01,,direct,sharadar_tickers.secfilings,permaticker:199433,high,current symbol per Sharadar TICKERS; CIK from secfilings,auto_high_precedence
199439,PH,76334,1986-01-01,,direct,sharadar_tickers.secfilings,permaticker:199439,high,current symbol per Sharadar TICKERS; CIK from secfilings,auto_high_precedence
199451,PCAR,75362,1986-07-09,,direct,sharadar_tickers.secfilings,permaticker:199451,high,current symbol per Sharadar TICKERS; CIK from secfilings,auto_high_precedence
199469,NUE,73309,1986-01-01,,direct,sharadar_tickers.secfilings,permaticker:199469,high,current symbol per Sharadar TICKERS; CIK from secfilings,auto_high_precedence
199475,NOB,72971,1986-01-01,1998-11-02,ticker_rename,sharadar_tickers.secfilings,permaticker:199475,high,traded as NOB until renamed 1998-11-03 (ACTIONS tickerchangefrom),auto_high_precedence
199475,WFC,72971,1998-11-03,,direct,sharadar_tickers.secfilings,permaticker:199475,high,current symbol per Sharadar TICKERS; CIK from secfilings,auto_high_precedence
199477,NSP,72903,1986-01-01,2000-02-13,ticker_rename,sharadar_tickers.secfilings,permaticker:199477,high,traded as NSP until renamed 2000-02-14 (ACTIONS tickerchangefrom),auto_high_precedence
199477,XEL,72903,2000-02-14,,direct,sharadar_tickers.secfilings,permaticker:199477,high,current symbol per Sharadar TICKERS; CIK from secfilings,auto_high_precedence
199482,JWN,72333,1986-07-09,2025-05-20,direct,sharadar_tickers.secfilings,permaticker:199482,high,current symbol per Sharadar TICKERS; CIK from secfilings,auto_high_precedence
199485,NBL,72207,1986-01-01,2020-10-02,direct,sharadar_tickers.secfilings,permaticker:199485,high,current symbol per Sharadar TICKERS; CIK from secfilings,auto_high_precedence
199495,NB,70858,1986-05-29,1998-09-30,ticker_rename,sharadar_tickers.secfilings,permaticker:199495,high,traded as NB until renamed 1998-10-01 (ACTIONS tickerchangefrom),auto_high_precedence
199495,BAC,70858,1998-10-01,,direct,sharadar_tickers.secfilings,permaticker:199495,high,current symbol per Sharadar TICKERS; CIK from secfilings,auto_high_precedence
199513,MOT,68505,1986-01-01,2011-01-05,ticker_rename,sharadar_tickers.secfilings,permaticker:199513,high,traded as MOT until renamed 2011-01-06 (ACTIONS tickerchangefrom),auto_high_precedence
199513,MSI,68505,2011-01-06,,direct,sharadar_tickers.secfilings,permaticker:199513,high,current symbol per Sharadar TICKERS; CIK from secfilings,auto_high_precedence
199527,MMM,66740,1986-01-01,,direct,sharadar_tickers.secfilings,permaticker:199527,high,current symbol per Sharadar TICKERS; CIK from secfilings,auto_high_precedence
199535,ETR,65984,1986-01-01,,direct,sharadar_tickers.secfilings,permaticker:199535,high,current symbol per Sharadar TICKERS; CIK from secfilings,auto_high_precedence
199546,CVS,64803,1986-01-01,,direct,sharadar_tickers.secfilings,permaticker:199546,high,current symbol per Sharadar TICKERS; CIK from secfilings,auto_high_precedence
199551,MHP,64040,1986-01-01,2013-05-16,ticker_rename,sharadar_tickers.secfilings,permaticker:199551,high,traded as MHP until renamed 2013-05-17 (ACTIONS tickerchangefrom),auto_high_precedence
199551,MHFI,64040,2013-05-17,2016-04-27,ticker_rename,sharadar_tickers.secfilings,permaticker:199551,high,traded as MHFI until renamed 2016-04-28 (ACTIONS tickerchangefrom),auto_high_precedence
199551,SPGI,64040,2016-04-28,,direct,sharadar_tickers.secfilings,permaticker:199551,high,current symbol per Sharadar TICKERS; CIK from secfilings,auto_high_precedence
199552,MCD,63908,1986-01-01,,direct,sharadar_tickers.secfilings,permaticker:199552,high,current symbol per Sharadar TICKERS; CIK from secfilings,auto_high_precedence
199556,MAT,63276,1986-01-01,,direct,sharadar_tickers.secfilings,permaticker:199556,high,current symbol per Sharadar TICKERS; CIK from secfilings,auto_high_precedence
199558,MMC,62709,1987-12-30,2026-01-13,ticker_rename,sharadar_tickers.secfilings,permaticker:199558,high,traded as MMC until renamed 2026-01-14 (ACTIONS tickerchangefrom),auto_high_precedence
199558,MRSH,62709,2026-01-14,,direct,sharadar_tickers.secfilings,permaticker:199558,high,current symbol per Sharadar TICKERS; CIK from secfilings,auto_high_precedence
199568,LOW,60667,1986-01-01,,direct,sharadar_tickers.secfilings,permaticker:199568,high,current symbol per Sharadar TICKERS; CIK from secfilings,auto_high_precedence
199575,LLY,59478,1986-01-01,,direct,sharadar_tickers.secfilings,permaticker:199575,high,current symbol per Sharadar TICKERS; CIK from secfilings,auto_high_precedence
199588,KR,56873,1986-01-01,,direct,sharadar_tickers.secfilings,permaticker:199588,high,current symbol per Sharadar TICKERS; CIK from secfilings,auto_high_precedence
199593,KMB,55785,1986-01-01,,direct,sharadar_tickers.secfilings,permaticker:199593,high,current symbol per Sharadar TICKERS; CIK from secfilings,auto_high_precedence
199601,K,55067,1986-01-01,2025-12-11,direct,sharadar_tickers.secfilings,permaticker:199601,high,current symbol per Sharadar TICKERS; CIK from secfilings,auto_high_precedence
199604,KSU,54480,1987-11-05,2021-12-13,direct,sharadar_tickers.secfilings,permaticker:199604,high,current symbol per Sharadar TICKERS; CIK from secfilings,auto_high_precedence
199619,IPG,51644,1987-11-05,2025-11-26,direct,sharadar_tickers.secfilings,permaticker:199619,high,current symbol per Sharadar TICKERS; CIK from secfilings,auto_high_precedence
199621,IP,51434,1986-01-01,,direct,sharadar_tickers.secfilings,permaticker:199621,high,current symbol per Sharadar TICKERS; CIK from secfilings,auto_high_precedence
199622,IFF,51253,1986-01-01,,direct,sharadar_tickers.secfilings,permaticker:199622,high,current symbol per Sharadar TICKERS; CIK from secfilings,auto_high_precedence
199623,IBM,51143,1986-01-01,,direct,sharadar_tickers.secfilings,permaticker:199623,high,current symbol per Sharadar TICKERS; CIK from secfilings,auto_high_precedence
199626,INTC,50863,1986-01-01,,direct,sharadar_tickers.secfilings,permaticker:199626,high,current symbol per Sharadar TICKERS; CIK from secfilings,auto_high_precedence
199632,TSO,50104,1986-01-01,2017-08-05,ticker_rename,sharadar_tickers.secfilings,permaticker:199632,high,traded as TSO until renamed 2017-08-06 (ACTIONS tickerchangefrom),auto_high_precedence
199632,ANDV,50104,2017-08-06,2018-09-28,direct,sharadar_tickers.secfilings,permaticker:199632,high,current symbol per Sharadar TICKERS; CIK from secfilings,auto_high_precedence
199634,ITW,49826,1987-11-05,,direct,sharadar_tickers.secfilings,permaticker:199634,high,current symbol per Sharadar TICKERS; CIK from secfilings,auto_high_precedence
199641,HBAN,49196,1990-03-26,,direct,sharadar_tickers.secfilings,permaticker:199641,high,current symbol per Sharadar TICKERS; CIK from secfilings,auto_high_precedence
199642,HUM,49071,1986-01-01,,direct,sharadar_tickers.secfilings,permaticker:199642,high,current symbol per Sharadar TICKERS; CIK from secfilings,auto_high_precedence
199647,HOC,1915657,1992-03-17,2011-07-04,ticker_rename,sharadar_tickers.secfilings,permaticker:199647,high,traded as HOC until renamed 2011-07-05 (ACTIONS tickerchangefrom),auto_high_precedence
199647,HFC,1915657,2011-07-05,2022-03-14,ticker_rename,sharadar_tickers.secfilings,permaticker:199647,high,traded as HFC until renamed 2022-03-15 (ACTIONS tickerchangefrom),auto_high_precedence
199647,DINO,1915657,2022-03-15,,direct,sharadar_tickers.secfilings,permaticker:199647,high,current symbol per Sharadar TICKERS; CIK from secfilings,auto_high_precedence
199650,HWP,47217,1986-01-01,2002-05-05,ticker_rename,sharadar_tickers.secfilings,permaticker:199650,high,traded as HWP until renamed 2002-05-06 (ACTIONS tickerchangefrom),auto_high_precedence
199650,HPQ,47217,2002-05-06,,direct,sharadar_tickers.secfilings,permaticker:199650,high,current symbol per Sharadar TICKERS; CIK from secfilings,auto_high_precedence
199652,HSY,47111,1986-01-01,,direct,sharadar_tickers.secfilings,permaticker:199652,high,current symbol per Sharadar TICKERS; CIK from secfilings,auto_high_precedence
199653,HP,46765,1986-01-01,,direct,sharadar_tickers.secfilings,permaticker:199653,high,current symbol per Sharadar TICKERS; CIK from secfilings,auto_high_precedence
199654,HNZ,46640,1986-01-01,2013-06-06,direct,sharadar_tickers.secfilings,permaticker:199654,high,current symbol per Sharadar TICKERS; CIK from secfilings,auto_high_precedence
199665,HAL,45012,1986-01-01,,direct,sharadar_tickers.secfilings,permaticker:199665,high,current symbol per Sharadar TICKERS; CIK from secfilings,auto_high_precedence
199685,GIS,40704,1986-01-01,,direct,sharadar_tickers.secfilings,permaticker:199685,high,current symbol per Sharadar TICKERS; CIK from secfilings,auto_high_precedence
199688,GE,40545,1986-01-01,,direct,sharadar_tickers.secfilings,permaticker:199688,high,current symbol per Sharadar TICKERS; CIK from secfilings,auto_high_precedence
199689,GD,40533,1986-01-01,,direct,sharadar_tickers.secfilings,permaticker:199689,high,current symbol per Sharadar TICKERS; CIK from secfilings,auto_high_precedence
199692,GPS,39911,1987-07-23,2024-08-21,ticker_rename,sharadar_tickers.secfilings,permaticker:199692,high,traded as GPS until renamed 2024-08-22 (ACTIONS tickerchangefrom),auto_high_precedence
199692,GAP,39911,2024-08-22,,direct,sharadar_tickers.secfilings,permaticker:199692,high,current symbol per Sharadar TICKERS; CIK from secfilings,auto_high_precedence
199705,BEN,38777,1986-01-01,,direct,sharadar_tickers.secfilings,permaticker:199705,high,current symbol per Sharadar TICKERS; CIK from secfilings,auto_high_precedence
199710,FRX,38074,1986-01-01,2014-06-29,ticker_rename,sharadar_tickers.secfilings,permaticker:199710,high,traded as FRX until renamed 2014-06-30 (ACTIONS tickerchangefrom),auto_high_precedence
199710,FRX1,38074,2014-06-30,2014-06-30,direct,sharadar_tickers.secfilings,permaticker:199710,high,current symbol per Sharadar TICKERS; CIK from secfilings,auto_high_precedence
199713,F,37996,1986-01-01,,direct,sharadar_tickers.secfilings,permaticker:199713,high,current symbol per Sharadar TICKERS; CIK from secfilings,auto_high_precedence
199727,STB,36104,1986-01-01,1998-11-19,ticker_rename,sharadar_tickers.secfilings,permaticker:199727,high,traded as STB until renamed 1998-11-20 (ACTIONS tickerchangefrom),auto_high_precedence
199727,FSR,36104,1998-11-20,2001-02-26,ticker_rename,sharadar_tickers.secfilings,permaticker:199727,high,traded as FSR until renamed 2001-02-27 (ACTIONS tickerchangefrom),auto_high_precedence
199727,USB,36104,2001-02-27,,direct,sharadar_tickers.secfilings,permaticker:199727,high,current symbol per Sharadar TICKERS; CIK from secfilings,auto_high_precedence
199730,FITB,35527,1990-03-26,,direct,sharadar_tickers.secfilings,permaticker:199730,high,current symbol per Sharadar TICKERS; CIK from secfilings,auto_high_precedence
199739,XON,34088,1986-01-01,1999-11-29,ticker_rename,sharadar_tickers.secfilings,permaticker:199739,high,traded as XON until renamed 1999-11-30 (ACTIONS tickerchangefrom),auto_high_precedence
199739,XOM,34088,1999-11-30,,direct,sharadar_tickers.secfilings,permaticker:199739,high,current symbol per Sharadar TICKERS; CIK from secfilings,auto_high_precedence
199746,EQT,33213,1987-11-05,,direct,sharadar_tickers.secfilings,permaticker:199746,high,current symbol per Sharadar TICKERS; CIK from secfilings,auto_high_precedence
199747,EFX,33185,1986-03-27,,direct,sharadar_tickers.secfilings,permaticker:199747,high,current symbol per Sharadar TICKERS; CIK from secfilings,auto_high_precedence
199753,EMR,32604,1986-01-01,,direct,sharadar_tickers.secfilings,permaticker:199753,high,current symbol per Sharadar TICKERS; CIK from secfilings,auto_high_precedence
199760,ECL,31462,1988-01-05,,direct,sharadar_tickers.secfilings,permaticker:199760,high,current symbol per Sharadar TICKERS; CIK from secfilings,auto_high_precedence
199769,DD,30554,1986-01-01,2017-08-30,ticker_rename,sharadar_tickers.secfilings,permaticker:199769,high,traded as DD until renamed 2017-08-31 (ACTIONS tickerchangefrom),auto_high_precedence
199769,DD1,30554,2017-08-31,2017-08-31,direct,sharadar_tickers.secfilings,permaticker:199769,high,current symbol per Sharadar TICKERS; CIK from secfilings,auto_high_precedence
199774,OMC,29989,1990-03-26,,direct,sharadar_tickers.secfilings,permaticker:199774,high,current symbol per Sharadar TICKERS; CIK from secfilings,auto_high_precedence
199776,DOW,1666700,1986-01-01,2017-08-31,ticker_rename,sharadar_tickers.secfilings,permaticker:199776,high,traded as DOW until renamed 2017-09-01 (ACTIONS tickerchangefrom),auto_high_precedence
199776,DWDP,1666700,2017-09-01,2019-06-02,ticker_rename,sharadar_tickers.secfilings,permaticker:199776,high,traded as DWDP until renamed 2019-06-03 (ACTIONS tickerchangefrom),auto_high_precedence
199776,DD,1666700,2019-06-03,,direct,sharadar_tickers.secfilings,permaticker:199776,high,current symbol per Sharadar TICKERS; CIK from secfilings,auto_high_precedence
199777,DOV,29905,1986-01-01,,direct,sharadar_tickers.secfilings,permaticker:199777,high,current symbol per Sharadar TICKERS; CIK from secfilings,auto_high_precedence
199781,DG,29534,2009-11-13,,direct,sharadar_tickers.secfilings,permaticker:199781,high,current symbol per Sharadar TICKERS; CIK from secfilings,auto_high_precedence
199791,DAL,27904,2007-05-03,,direct,sharadar_tickers.secfilings,permaticker:199791,high,current symbol per Sharadar TICKERS; CIK from secfilings,auto_high_precedence
199795,DH,27419,1986-01-01,1999-04-11,ticker_rename,sharadar_tickers.secfilings,permaticker:199795,high,traded as DH until renamed 1999-04-12 (ACTIONS tickerchangefrom),auto_high_precedence
199795,TGT,27419,1999-04-12,,direct,sharadar_tickers.secfilings,permaticker:199795,high,current symbol per Sharadar TICKERS; CIK from secfilings,auto_high_precedence
199799,CUM,26172,1986-01-01,2003-12-09,ticker_rename,sharadar_tickers.secfilings,permaticker:199799,high,traded as CUM until renamed 2003-12-10 (ACTIONS tickerchangefrom),auto_high_precedence
199799,CMI,26172,2003-12-10,,direct,sharadar_tickers.secfilings,permaticker:199799,high,current symbol per Sharadar TICKERS; CIK from secfilings,auto_high_precedence
199811,GLW,24741,1986-01-01,,direct,sharadar_tickers.secfilings,permaticker:199811,high,current symbol per Sharadar TICKERS; CIK from secfilings,auto_high_precedence
199812,RKY,24545,1986-01-01,2005-02-07,ticker_rename,sharadar_tickers.secfilings,permaticker:199812,high,traded as RKY until renamed 2005-02-08 (ACTIONS tickerchangefrom),auto_high_precedence
199812,TAP,24545,2005-02-08,,direct,sharadar_tickers.secfilings,permaticker:199812,high,current symbol per Sharadar TICKERS; CIK from secfilings,auto_high_precedence
199819,SLE,23666,1986-01-01,2012-07-02,ticker_rename,sharadar_tickers.secfilings,permaticker:199819,high,traded as SLE until renamed 2012-07-03 (ACTIONS tickerchangefrom),auto_high_precedence
199819,HSH,23666,2012-07-03,2014-08-28,direct,sharadar_tickers.secfilings,permaticker:199819,high,current symbol per Sharadar TICKERS; CIK from secfilings,auto_high_precedence
199823,CAG,23217,1986-01-01,,direct,sharadar_tickers.secfilings,permaticker:199823,high,current symbol per Sharadar TICKERS; CIK from secfilings,auto_high_precedence
199836,CL,21665,1986-01-01,,direct,sharadar_tickers.secfilings,permaticker:199836,high,current symbol per Sharadar TICKERS; CIK from secfilings,auto_high_precedence
199839,KO,21344,1986-01-01,,direct,sharadar_tickers.secfilings,permaticker:199839,high,current symbol per Sharadar TICKERS; CIK from secfilings,auto_high_precedence
199841,CLX,21076,1986-01-01,,direct,sharadar_tickers.secfilings,permaticker:199841,high,current symbol per Sharadar TICKERS; CIK from secfilings,auto_high_precedence
199850,CB,20171,1986-01-01,2016-01-13,ticker_rename,sharadar_tickers.secfilings,permaticker:199850,high,traded as CB until renamed 2016-01-14 (ACTIONS tickerchangefrom),auto_high_precedence
199850,CB1,20171,2016-01-14,2016-01-14,direct,sharadar_tickers.secfilings,permaticker:199850,high,current symbol per Sharadar TICKERS; CIK from secfilings,auto_high_precedence
199853,CMB,19617,1986-01-01,2001-01-01,ticker_rename,sharadar_tickers.secfilings,permaticker:199853,high,traded as CMB until renamed 2001-01-02 (ACTIONS tickerchangefrom),auto_high_precedence
199853,JPM,19617,2001-01-02,,direct,sharadar_tickers.secfilings,permaticker:199853,high,current symbol per Sharadar TICKERS; CIK from secfilings,auto_high_precedence
199860,CTL,18926,1987-11-05,2020-09-16,ticker_rename,sharadar_tickers.secfilings,permaticker:199860,high,traded as CTL until renamed 2020-09-17 (ACTIONS tickerchangefrom),auto_high_precedence
199860,LUMN,18926,2020-09-17,,direct,sharadar_tickers.secfilings,permaticker:199860,high,current symbol per Sharadar TICKERS; CIK from secfilings,auto_high_precedence
199869,CAT,18230,1986-01-01,,direct,sharadar_tickers.secfilings,permaticker:199869,high,current symbol per Sharadar TICKERS; CIK from secfilings,auto_high_precedence
199876,STZ,16918,1992-03-17,,direct,sharadar_tickers.secfilings,permaticker:199876,high,current symbol per Sharadar TICKERS; CIK from secfilings,auto_high_precedence
199877,CPB,16732,1986-01-01,,direct,sharadar_tickers.secfilings,permaticker:199877,high,current symbol per Sharadar TICKERS; CIK from secfilings,auto_high_precedence
199891,BMY,14272,1986-01-01,,direct,sharadar_tickers.secfilings,permaticker:199891,high,current symbol per Sharadar TICKERS; CIK from secfilings,auto_high_precedence
199900,BA,12927,1986-01-01,,direct,sharadar_tickers.secfilings,permaticker:199900,high,current symbol per Sharadar TICKERS; CIK from secfilings,auto_high_precedence
199909,BDX,10795,1986-01-01,,direct,sharadar_tickers.secfilings,permaticker:199909,high,current symbol per Sharadar TICKERS; CIK from secfilings,auto_high_precedence
199910,BAX,10456,1986-01-01,,direct,sharadar_tickers.secfilings,permaticker:199910,high,current symbol per Sharadar TICKERS; CIK from secfilings,auto_high_precedence
199915,BCR,9892,1986-01-01,2017-12-28,direct,sharadar_tickers.secfilings,permaticker:199915,high,current symbol per Sharadar TICKERS; CIK from secfilings,auto_high_precedence
199928,ADP,8670,1986-01-01,,direct,sharadar_tickers.secfilings,permaticker:199928,high,current symbol per Sharadar TICKERS; CIK from secfilings,auto_high_precedence
199941,SWN,7332,1987-12-30,2024-09-30,direct,sharadar_tickers.secfilings,permaticker:199941,high,current symbol per Sharadar TICKERS; CIK from secfilings,auto_high_precedence
199944,ADM,7084,1986-01-01,,direct,sharadar_tickers.secfilings,permaticker:199944,high,current symbol per Sharadar TICKERS; CIK from secfilings,auto_high_precedence
199948,AMAT,6951,1986-01-01,,direct,sharadar_tickers.secfilings,permaticker:199948,high,current symbol per Sharadar TICKERS; CIK from secfilings,auto_high_precedence
199952,APA,1841666,1986-01-01,,direct,sharadar_tickers.secfilings,permaticker:199952,high,current symbol per Sharadar TICKERS; CIK from secfilings,auto_high_precedence
199958,ADI,6281,1986-01-01,,direct,sharadar_tickers.secfilings,permaticker:199958,high,current symbol per Sharadar TICKERS; CIK from secfilings,auto_high_precedence
199960,AAL,6201,2013-12-09,,direct,sharadar_tickers.secfilings,permaticker:199960,high,current symbol per Sharadar TICKERS; CIK from secfilings,auto_high_precedence
199966,AIG,5272,1986-01-01,,direct,sharadar_tickers.secfilings,permaticker:199966,high,current symbol per Sharadar TICKERS; CIK from secfilings,auto_high_precedence
199969,AFL,4977,1986-01-01,,direct,sharadar_tickers.secfilings,permaticker:199969,high,current symbol per Sharadar TICKERS; CIK from secfilings,auto_high_precedence
